,date,symbol,prev,open,high,low,last,close,avg,changed,p_change,volume,qpt,delivery,p_delivery,QPT_RATIO_20,DEL_RATIO_20,DEL_P_RATIO_20,VOL_RATIO_20
1144,2022-11-13 18:30:00+00:00,abfrl,318.9000,319.05,323.15,313.5,314.4500,314.6,318.0100,-4.3000,-1.3668,2009173.0000,105.0383,860453.0000,42.8300,,,,
1460,2022-11-14 18:30:00+00:00,abfrl,314.6000,315.5,316.55,310.7,312.6000,312.6,312.5600,-2.0000,-0.6398,1246357.0000,67.3052,529817.0000,42.5100,,,,
1659,2022-11-15 18:30:00+00:00,abfrl,312.6000,312.75,319.9,310.0,316.4500,316.15,315.1700,3.5500,1.1229,2650865.0000,104.6780,1096774.0000,41.3700,,,,
1752,2022-11-16 18:30:00+00:00,abfrl,316.1500,315.65,316.6,307.5,308.3000,309.5,311.9800,-6.6500,-2.1486,2159353.0000,95.8775,1202471.0000,55.6900,,,,
1933,2022-11-17 18:30:00+00:00,abfrl,309.5000,310.9,311.0,300.0,305.0000,305.5,304.6000,-4.0000,-1.3093,3582447.0000,113.6780,1879700.0000,52.4700,,,,
2142,2022-11-20 18:30:00+00:00,abfrl,305.5000,304.95,312.45,301.7,311.0000,311.1,307.1200,5.6000,1.8001,1786529.0000,108.4585,643632.0000,36.0300,,,,
2430,2022-11-21 18:30:00+00:00,abfrl,311.1000,309.5,310.65,306.3,309.0500,309.35,308.4400,-1.7500,-0.5657,1341395.0000,70.1163,574487.0000,42.8300,,,,
2580,2022-11-22 18:30:00+00:00,abfrl,309.3500,310.0,311.55,305.05,305.1500,305.95,307.6600,-3.4000,-1.1113,1759595.0000,131.6471,1088558.0000,61.8600,,,,
2761,2022-11-23 18:30:00+00:00,abfrl,305.9500,306.0,309.6,304.0,305.6500,304.95,305.5200,-1.0000,-0.3279,1612246.0000,98.0566,905823.0000,56.1800,,,,
2976,2022-11-24 18:30:00+00:00,abfrl,304.9500,306.95,312.65,306.25,310.6000,310.6,309.9700,5.6500,1.8191,2112552.0000,72.1155,853260.0000,40.3900,,,,
3115,2022-11-27 18:30:00+00:00,abfrl,310.6000,309.2,315.5,309.2,312.3000,312.1,312.2600,1.5000,0.4806,2351006.0000,64.7410,1392024.0000,59.2100,,,,
3359,2022-11-28 18:30:00+00:00,abfrl,312.1000,316.0,316.95,307.75,309.8500,310.35,311.5500,-1.7500,-0.5639,2534498.0000,88.0646,838922.0000,33.1000,,,,
3417,2022-11-29 18:30:00+00:00,abfrl,310.3500,309.95,315.0,309.95,313.5000,314.3,313.4900,3.9500,1.2568,1418102.0000,82.9348,619548.0000,43.6900,,,,
3650,2022-11-30 18:30:00+00:00,abfrl,314.3000,315.0,317.25,312.0,314.0000,316.0,315.1300,1.7000,0.5380,2005856.0000,60.9905,1033798.0000,51.5400,0.68,0.95,1.17,0.79
3811,2022-12-01 18:30:00+00:00,abfrl,316.0000,315.5,319.0,312.5,316.4500,317.2,315.6900,1.2000,0.3783,1152714.0000,92.3057,286359.0000,24.8400,1.02,0.26,0.57,0.46
4155,2022-12-04 18:30:00+00:00,abfrl,317.2000,317.75,318.75,313.0,315.2000,315.2,315.1200,-2.0000,-0.6345,1220577.0000,86.3148,447351.0000,36.6500,0.97,0.43,0.83,0.54
4254,2022-12-05 18:30:00+00:00,abfrl,315.2000,316.65,318.35,310.05,311.0000,311.3,312.5700,-3.9000,-1.2528,1897739.0000,106.9209,1032020.0000,54.3800,1.18,1.02,1.2,0.88
4371,2022-12-06 18:30:00+00:00,abfrl,311.3000,311.15,312.45,305.7,306.6000,306.75,308.8000,-4.5500,-1.4833,2302288.0000,124.1862,1454007.0000,63.1500,1.36,1.56,1.38,1.14
4654,2022-12-07 18:30:00+00:00,abfrl,306.7500,306.75,314.2,306.6,313.2500,312.95,311.9700,6.2000,1.9811,2127724.0000,84.0400,982763.0000,46.1900,0.91,1.04,1.0,1.05
4732,2022-12-08 18:30:00+00:00,abfrl,312.9500,313.8,316.0,308.8,313.0000,313.45,313.0400,0.5000,0.1595,1505850.0000,77.6892,702018.0000,46.6200,0.85,0.76,1.0,0.78
4942,2022-12-11 18:30:00+00:00,abfrl,313.4500,313.45,315.3,309.45,314.6000,314.65,313.0200,1.2000,0.3814,1285835.0000,71.2453,646673.0000,50.2900,0.79,0.71,1.07,0.68
121,2022-11-02 18:30:00+00:00,acc,2440.0000,2410.0,2473.55,2410.0,2458.0000,2455.35,2453.6500,15.3500,0.6252,406672.0000,16.1052,130329.0000,32.0500,,,,
362,2022-11-03 18:30:00+00:00,acc,2455.3500,2462.0,2514.95,2459.3,2483.5000,2480.7,2485.7700,25.3500,1.0219,585433.0000,17.8464,149032.0000,25.4600,,,,
467,2022-11-06 18:30:00+00:00,acc,2480.7000,2486.5,2504.3,2452.15,2484.3000,2484.95,2484.4300,4.2500,0.1710,470005.0000,18.6037,126269.0000,26.8700,,,,
712,2022-11-08 18:30:00+00:00,acc,2484.9500,2484.95,2505.0,2424.95,2433.0000,2438.35,2465.3800,-46.6000,-1.9111,675313.0000,18.5134,257392.0000,38.1100,,,,
816,2022-11-09 18:30:00+00:00,acc,2438.3500,2428.0,2464.0,2378.75,2393.9500,2392.25,2414.1200,-46.1000,-1.9271,513144.0000,20.8256,184948.0000,36.0400,,,,
1065,2022-11-10 18:30:00+00:00,acc,2392.2500,2424.8,2433.75,2383.0,2394.0000,2390.65,2408.5700,-1.6000,-0.0669,276834.0000,21.4650,94655.0000,34.1900,,,,
1225,2022-11-13 18:30:00+00:00,acc,2390.6500,2400.0,2456.7,2379.0,2431.5000,2435.45,2427.3400,44.8000,1.8395,557530.0000,19.6486,203541.0000,36.5100,,,,
1494,2022-11-14 18:30:00+00:00,acc,2435.4500,2447.65,2514.75,2442.1,2480.5000,2478.65,2481.4100,43.2000,1.7429,1003908.0000,20.7222,163465.0000,16.2800,,,,
1575,2022-11-15 18:30:00+00:00,acc,2478.6500,2463.65,2511.25,2442.05,2463.0000,2465.6,2480.6600,-13.0500,-0.5293,693470.0000,14.1251,235276.0000,33.9300,,,,
1820,2022-11-16 18:30:00+00:00,acc,2465.6000,2464.0,2482.45,2440.55,2443.0000,2448.15,2458.8700,-17.4500,-0.7128,188784.0000,14.2608,34281.0000,18.1600,,,,
1975,2022-11-17 18:30:00+00:00,acc,2448.1500,2456.0,2470.0,2414.75,2462.0000,2460.7,2441.5100,12.5500,0.5100,540609.0000,21.6729,206708.0000,38.2400,,,,
2099,2022-11-20 18:30:00+00:00,acc,2460.7000,2452.7,2463.5,2418.95,2444.8500,2456.75,2443.6800,-3.9500,-0.1608,433180.0000,21.2125,118305.0000,27.3100,,,,
2314,2022-11-21 18:30:00+00:00,acc,2456.7500,2458.0,2493.95,2440.05,2457.5000,2460.85,2471.0600,4.1000,0.1666,290733.0000,16.2839,44548.0000,15.3200,,,,
2594,2022-11-22 18:30:00+00:00,acc,2460.8500,2469.9,2480.0,2444.05,2460.0000,2458.9,2461.4900,-1.9500,-0.0793,278487.0000,16.6201,60459.0000,21.7100,,,,
2813,2022-11-23 18:30:00+00:00,acc,2458.9000,2456.0,2473.0,2447.7,2462.9500,2461.35,2460.1500,2.4500,0.0995,310621.0000,19.3678,106608.0000,34.3200,,,,
3013,2022-11-24 18:30:00+00:00,acc,2461.3500,2468.8,2515.0,2455.65,2514.0000,2507.25,2489.4400,45.9000,1.8307,450737.0000,19.5488,120870.0000,26.8200,,,,
3144,2022-11-27 18:30:00+00:00,acc,2507.2500,2515.0,2543.0,2500.2,2525.3500,2527.1,2525.9100,19.8500,0.7855,876480.0000,22.4129,241062.0000,27.5000,,,,
3281,2022-11-28 18:30:00+00:00,acc,2527.1000,2538.0,2562.0,2506.0,2514.0000,2514.05,2536.2200,-13.0500,-0.5191,474639.0000,18.5892,107955.0000,22.7400,,,,
3563,2022-11-29 18:30:00+00:00,acc,2514.0500,2516.95,2570.0,2507.55,2560.1000,2563.25,2545.3200,49.2000,1.9194,565921.0000,20.7009,258081.0000,45.6000,,,,
3645,2022-11-30 18:30:00+00:00,acc,2563.2500,2568.0,2603.95,2550.0,2577.0000,2577.35,2577.9200,14.1000,0.5471,770271.0000,24.8997,204876.0000,26.6000,1.3,1.34,0.91,1.49
3804,2022-12-01 18:30:00+00:00,acc,2577.3500,2589.0,2625.65,2555.0,2610.0000,2609.3,2595.6500,31.9500,1.2245,816152.0000,16.8829,293033.0000,35.9000,0.88,1.82,1.22,1.52
4041,2022-12-04 18:30:00+00:00,acc,2609.3000,2610.2,2628.8,2594.0,2622.0500,2621.1,2614.1600,11.8000,0.4502,458990.0000,10.8701,200755.0000,43.7400,0.58,1.23,1.44,0.86
4313,2022-12-05 18:30:00+00:00,acc,2621.1000,2610.0,2656.85,2608.05,2618.1000,2621.15,2631.7200,0.0500,0.0019,599147.0000,15.9500,229633.0000,38.3300,0.85,1.36,1.24,1.11
4441,2022-12-06 18:30:00+00:00,acc,2621.1500,2619.85,2643.8,2598.6,2600.4000,2605.95,2615.1200,-15.2000,-0.5833,418544.0000,17.1443,142452.0000,34.0400,0.92,0.88,1.11,0.8
4631,2022-12-07 18:30:00+00:00,acc,2605.9500,2602.0,2634.0,2602.0,2623.1000,2621.25,2617.5200,15.3000,0.5837,337427.0000,19.1405,148721.0000,44.0800,1.03,0.93,1.42,0.65
4754,2022-12-08 18:30:00+00:00,acc,2621.2500,2638.0,2642.4,2594.9,2626.9000,2619.5,2616.3700,-1.7500,-0.0668,491049.0000,17.7601,203867.0000,41.5200,0.97,1.23,1.32,0.93
4999,2022-12-11 18:30:00+00:00,acc,2619.5000,2614.7,2653.0,2595.0,2649.0000,2642.4,2635.6500,22.9000,0.8666,306720.0000,14.3818,90341.0000,29.4500,0.79,0.56,0.95,0.6
99,2022-11-02 18:30:00+00:00,adanient,3580.7000,3550.0,3614.7,3542.45,3590.0000,3590.4,3588.0400,9.7000,0.2702,1275216.0000,22.4498,193865.0000,15.2000,,,,
218,2022-11-03 18:30:00+00:00,adanient,3590.4000,3642.0,3849.8,3566.75,3825.9000,3833.25,3732.3300,242.8500,6.3354,6112097.0000,24.3343,761773.0000,12.4600,,,,
430,2022-11-06 18:30:00+00:00,adanient,3833.2500,3852.45,4013.7,3820.0,3953.3500,3960.6,3943.8400,127.3500,3.2154,5985652.0000,22.9231,462459.0000,7.7300,,,,
616,2022-11-08 18:30:00+00:00,adanient,3960.6000,3977.0,4048.0,3943.05,3982.6000,3997.2,4007.4900,36.6000,0.9156,3732472.0000,25.1068,457260.0000,12.2500,,,,
848,2022-11-09 18:30:00+00:00,adanient,3997.2000,3995.0,4030.0,3962.15,3999.0000,3992.25,3997.4400,-4.9500,-0.1240,2313795.0000,24.5066,370903.0000,16.0300,,,,
1132,2022-11-10 18:30:00+00:00,adanient,3992.2500,4040.0,4048.95,3975.15,4006.0000,4008.85,4013.7100,16.6000,0.4141,1476875.0000,21.3619,225580.0000,15.2700,,,,
1290,2022-11-13 18:30:00+00:00,adanient,4008.8500,3999.0,4078.0,3990.0,4024.1000,4022.55,4035.3200,13.7000,0.3406,1803092.0000,23.6797,294464.0000,16.3300,,,,
1349,2022-11-14 18:30:00+00:00,adanient,4022.5500,4025.05,4065.0,4022.0,4064.9500,4057.8,4042.2700,35.2500,0.8687,1065546.0000,21.3579,173644.0000,16.3000,,,,
1559,2022-11-15 18:30:00+00:00,adanient,4057.8000,4057.3,4096.0,3863.55,3975.0000,3956.6,3979.8900,-101.2000,-2.5578,3059841.0000,25.3359,455330.0000,14.8800,,,,
1785,2022-11-16 18:30:00+00:00,adanient,3956.6000,3970.0,4033.0,3900.0,4017.0000,4018.15,3976.5400,61.5500,1.5318,2266112.0000,22.4944,187016.0000,8.2500,,,,
2033,2022-11-17 18:30:00+00:00,adanient,4018.1500,4028.35,4043.0,3984.0,4020.0000,4019.8,4013.4500,1.6500,0.0410,1440776.0000,23.4750,219535.0000,15.2400,,,,
2251,2022-11-20 18:30:00+00:00,adanient,4019.8000,4019.95,4019.95,3921.95,3999.5000,4001.85,3978.8700,-17.9500,-0.4485,1492003.0000,23.5700,146294.0000,9.8100,,,,
2409,2022-11-21 18:30:00+00:00,adanient,4001.8500,4001.85,4056.0,3988.0,4034.9000,4034.0,4031.6400,32.1500,0.7970,1705043.0000,27.6698,333908.0000,19.5800,,,,
2474,2022-11-22 18:30:00+00:00,adanient,4034.0000,4050.0,4061.85,3873.0,3897.0000,3903.3,3952.3700,-130.7000,-3.3484,2861156.0000,23.9161,433367.0000,15.1500,,,,
2733,2022-11-23 18:30:00+00:00,adanient,3903.3000,3910.0,3935.0,3821.0,3930.0000,3921.1,3883.0600,17.8000,0.4540,2797181.0000,25.0918,324733.0000,11.6100,,,,
2867,2022-11-24 18:30:00+00:00,adanient,3921.1000,3929.0,3949.9,3845.3,3900.0500,3901.1,3894.9900,-20.0000,-0.5127,2506346.0000,27.5102,479081.0000,19.1100,,,,
3170,2022-11-27 18:30:00+00:00,adanient,3901.1000,3899.4,3925.0,3871.4,3884.4500,3886.15,3900.7500,-14.9500,-0.3847,1119166.0000,26.3494,188042.0000,16.8000,,,,
3316,2022-11-28 18:30:00+00:00,adanient,3886.1500,3885.0,3915.0,3864.05,3870.0000,3878.4,3888.9900,-7.7500,-0.1998,1513444.0000,32.6187,381504.0000,25.2100,,,,
3542,2022-11-29 18:30:00+00:00,adanient,3878.4000,3897.8,3939.9,3867.0,3924.7000,3917.9,3904.0100,39.5000,1.0082,1968428.0000,31.7248,781327.0000,39.6900,,,,
3761,2022-11-30 18:30:00+00:00,adanient,3917.9000,3937.5,3944.95,3902.45,3907.4000,3915.1,3921.4900,-2.8000,-0.0715,945838.0000,26.9033,227980.0000,24.1000,1.07,0.64,1.46,0.4
3789,2022-12-01 18:30:00+00:00,adanient,3915.1000,3905.0,3963.8,3885.0,3915.0000,3922.5,3922.7700,7.4000,0.1887,1297832.0000,24.2858,304867.0000,23.4900,0.96,0.85,1.38,0.55
4091,2022-12-04 18:30:00+00:00,adanient,3922.5000,3928.9,3939.0,3810.05,3930.2000,3930.4,3874.7100,7.9000,0.2010,2392866.0000,26.9534,504398.0000,21.0800,1.06,1.45,1.21,1.09
4317,2022-12-05 18:30:00+00:00,adanient,3930.4000,3920.0,4057.0,3909.0,4026.0000,4031.8,4013.1100,101.4000,2.5150,2962621.0000,24.3119,495431.0000,16.7200,0.96,1.42,0.94,1.46
4378,2022-12-06 18:30:00+00:00,adanient,4031.8000,4031.0,4057.9,3984.55,3998.0000,3999.3,4016.9200,-32.5000,-0.8126,1257261.0000,19.7332,255007.0000,20.2800,0.78,0.75,1.11,0.66
4627,2022-12-07 18:30:00+00:00,adanient,3999.3000,4010.0,4045.0,4003.35,4023.3500,4025.0,4027.2300,25.7000,0.6385,895075.0000,20.4155,162472.0000,18.1500,0.82,0.49,0.99,0.49
4755,2022-12-08 18:30:00+00:00,adanient,4025.0000,4044.0,4094.0,3941.5,3995.6000,3996.8,4020.2700,-28.2000,-0.7056,2129800.0000,26.6405,300069.0000,14.0900,1.06,0.9,0.77,1.14
4969,2022-12-11 18:30:00+00:00,adanient,3996.8000,3997.0,4031.9,3968.75,4010.1500,4016.7,4008.6600,19.9000,0.4954,802499.0000,20.8387,99977.0000,12.4600,0.83,0.31,0.69,0.44
39,2022-11-02 18:30:00+00:00,adaniports,833.4000,825.0,837.8,823.5,832.0000,833.85,831.2900,0.4500,0.0540,6632872.0000,98.0353,2162843.0000,32.6100,,,,
370,2022-11-03 18:30:00+00:00,adaniports,833.8500,837.0,867.0,832.0,858.8000,862.9,849.9400,29.0500,3.3666,11128361.0000,81.1413,2598328.0000,23.3500,,,,
388,2022-11-06 18:30:00+00:00,adaniports,862.9000,867.2,869.0,845.55,851.6000,853.0,856.1000,-9.9000,-1.1606,7995787.0000,62.5746,2368214.0000,29.6200,,,,
755,2022-11-08 18:30:00+00:00,adaniports,853.0000,859.5,901.0,859.0,887.0000,890.8,886.7500,37.8000,4.2434,20088415.0000,86.5664,4798962.0000,23.8900,,,,
850,2022-11-09 18:30:00+00:00,adaniports,890.8000,894.0,898.0,876.3,894.0000,893.45,887.4700,2.6500,0.2966,9906420.0000,84.2762,2379157.0000,24.0200,,,,
985,2022-11-10 18:30:00+00:00,adaniports,893.4500,905.0,907.8,890.8,894.0000,894.5,899.2800,1.0500,0.1174,8777095.0000,75.6751,2280583.0000,25.9800,,,,
1186,2022-11-13 18:30:00+00:00,adaniports,894.5000,895.0,907.5,885.0,893.9500,895.05,899.4500,0.5500,0.0614,7653024.0000,85.0223,2204070.0000,28.8000,,,,
1407,2022-11-14 18:30:00+00:00,adaniports,895.0500,898.9,915.5,895.0,905.0000,906.9,906.9600,11.8500,1.3066,10675723.0000,87.4207,2683056.0000,25.1300,,,,
1671,2022-11-15 18:30:00+00:00,adaniports,906.9000,915.0,916.0,874.4,885.5500,887.35,900.3400,-19.5500,-2.2032,11504802.0000,76.3343,3226383.0000,28.0400,,,,
1863,2022-11-16 18:30:00+00:00,adaniports,887.3500,886.0,897.7,880.5,890.5000,890.85,890.2000,3.5000,0.3929,5190475.0000,76.6314,597356.0000,11.5100,,,,
1949,2022-11-17 18:30:00+00:00,adaniports,890.8500,892.05,894.9,879.6,886.9000,888.9,888.2100,-1.9500,-0.2194,5384458.0000,73.3987,1463114.0000,27.1700,,,,
2199,2022-11-20 18:30:00+00:00,adaniports,888.9000,885.0,888.0,869.0,870.0000,871.6,875.9400,-17.3000,-1.9849,6108453.0000,73.3299,1869740.0000,30.6100,,,,
2278,2022-11-21 18:30:00+00:00,adaniports,871.6000,871.6,885.75,870.5,881.2500,882.45,880.0800,10.8500,1.2295,5466001.0000,79.0684,1596729.0000,29.2100,,,,
2525,2022-11-22 18:30:00+00:00,adaniports,882.4500,885.45,887.5,866.65,870.0000,873.6,877.2500,-8.8500,-1.0130,5319949.0000,78.1713,2091750.0000,39.3200,,,,
2763,2022-11-23 18:30:00+00:00,adaniports,873.6000,873.9,882.5,868.3,875.8000,876.65,876.4000,3.0500,0.3479,5111180.0000,75.3206,1715708.0000,33.5700,,,,
2940,2022-11-24 18:30:00+00:00,adaniports,876.6500,877.0,881.0,872.1,877.5000,879.6,876.8100,2.9500,0.3354,5079099.0000,85.5961,1866458.0000,36.7500,,,,
3100,2022-11-27 18:30:00+00:00,adaniports,879.6000,876.0,885.25,873.5,875.0000,878.6,879.9500,-1.0000,-0.1138,4168244.0000,79.6591,1399143.0000,33.5700,,,,
3362,2022-11-28 18:30:00+00:00,adaniports,878.6000,878.0,891.8,874.65,876.8500,878.2,882.5600,-0.4000,-0.0455,3663099.0000,69.6990,699702.0000,19.1000,,,,
3459,2022-11-29 18:30:00+00:00,adaniports,878.2000,878.9,884.15,873.3,883.0000,881.0,879.7900,2.8000,0.3178,3797377.0000,76.2495,1455927.0000,38.3400,,,,
3675,2022-11-30 18:30:00+00:00,adaniports,881.0000,884.75,896.5,882.0,889.9500,890.55,888.6700,9.5500,1.0724,4491806.0000,72.9485,1516665.0000,33.7700,0.93,0.74,1.18,0.61
3805,2022-12-01 18:30:00+00:00,adaniports,890.5500,894.0,903.6,884.25,886.1000,888.2,894.0200,-2.3500,-0.2646,6279538.0000,80.5647,1807411.0000,28.7800,1.03,0.89,1.01,0.85
4147,2022-12-04 18:30:00+00:00,adaniports,888.2000,891.6,896.5,878.55,892.0000,893.15,887.9800,4.9500,0.5542,3966501.0000,68.2926,1301335.0000,32.8100,0.88,0.66,1.13,0.56
4240,2022-12-05 18:30:00+00:00,adaniports,893.1500,893.8,902.3,886.0,896.0000,896.45,895.9700,3.3000,0.3681,4836193.0000,69.3371,1332713.0000,27.5600,0.89,0.7,0.95,0.7
4483,2022-12-06 18:30:00+00:00,adaniports,896.4500,897.8,902.5,884.8,888.2000,886.75,892.9100,-9.7000,-1.0939,2867882.0000,60.1990,515121.0000,17.9600,0.79,0.3,0.63,0.48
4595,2022-12-07 18:30:00+00:00,adaniports,886.7500,888.0,898.5,887.35,893.1500,892.9,892.8300,6.1500,0.6888,2822061.0000,63.0459,392498.0000,13.9100,0.84,0.25,0.5,0.5
4829,2022-12-08 18:30:00+00:00,adaniports,892.9000,896.05,912.0,882.2,889.9500,890.75,898.6200,-2.1500,-0.2414,6979639.0000,62.3633,1296071.0000,18.5700,0.84,0.84,0.67,1.25
5041,2022-12-11 18:30:00+00:00,adaniports,890.7500,892.05,894.85,878.55,881.5500,881.3,885.2700,-9.4500,-1.0723,3412185.0000,66.6065,614793.0000,18.0200,0.9,0.42,0.66,0.64
134,2022-11-02 18:30:00+00:00,alkem,3311.0000,3301.5,3323.0,3280.9,3299.0000,3296.4,3301.3900,-14.6000,-0.4429,71149.0000,6.4616,36182.0000,50.8500,,,,
263,2022-11-03 18:30:00+00:00,alkem,3296.4000,3296.4,3301.65,3234.1,3252.0000,3254.35,3260.7000,-42.0500,-1.2921,26080.0000,5.4130,8841.0000,33.9000,,,,
511,2022-11-06 18:30:00+00:00,alkem,3254.3500,3240.0,3269.0,3200.0,3222.5500,3227.05,3229.6600,-27.3000,-0.8460,24901.0000,6.9343,7213.0000,28.9700,,,,
709,2022-11-08 18:30:00+00:00,alkem,3227.0500,3227.05,3249.65,3172.05,3174.0500,3187.5,3208.5200,-39.5500,-1.2408,24110.0000,6.1552,6124.0000,25.4000,,,,
806,2022-11-09 18:30:00+00:00,alkem,3187.5000,3170.0,3217.7,3160.0,3160.0000,3175.9,3180.7100,-11.6000,-0.3653,28472.0000,4.6867,9435.0000,33.1400,,,,
1043,2022-11-10 18:30:00+00:00,alkem,3175.9000,3177.9,3225.65,3078.3,3163.9500,3173.45,3163.3500,-2.4500,-0.0772,202694.0000,6.9673,27910.0000,13.7700,,,,
1227,2022-11-13 18:30:00+00:00,alkem,3173.4500,3066.0,3218.9,3025.0,3145.0000,3146.3,3131.9100,-27.1500,-0.8629,231335.0000,9.9597,92130.0000,39.8300,,,,
1468,2022-11-14 18:30:00+00:00,alkem,3146.3000,3121.0,3203.45,3120.05,3135.0500,3130.2,3156.6900,-16.1000,-0.5143,56702.0000,6.9787,8476.0000,14.9500,,,,
1699,2022-11-15 18:30:00+00:00,alkem,3130.2000,3113.1,3164.75,3095.1,3100.1000,3104.1,3121.2300,-26.1000,-0.8408,34542.0000,7.0652,6693.0000,19.3800,,,,
1831,2022-11-16 18:30:00+00:00,alkem,3104.1000,3100.0,3140.0,3064.8,3128.0000,3130.85,3117.7700,26.7500,0.8544,37067.0000,6.5466,10011.0000,27.0100,,,,
2053,2022-11-17 18:30:00+00:00,alkem,3130.8500,3146.55,3179.85,3086.1,3108.0000,3118.95,3124.4600,-11.9000,-0.3815,48137.0000,6.7447,10864.0000,22.5700,,,,
2126,2022-11-20 18:30:00+00:00,alkem,3118.9500,3130.0,3130.0,3070.0,3075.6000,3084.35,3090.6000,-34.6000,-1.1218,73331.0000,10.1104,47787.0000,65.1700,,,,
2268,2022-11-21 18:30:00+00:00,alkem,3084.3500,3090.0,3099.75,3050.0,3090.9000,3088.6,3078.3600,4.2500,0.1376,34908.0000,5.0401,12798.0000,36.6600,,,,
2568,2022-11-22 18:30:00+00:00,alkem,3088.6000,3088.75,3140.0,3081.45,3110.0000,3125.3,3109.6000,36.7000,1.1743,37049.0000,4.9777,13135.0000,35.4500,,,,
2726,2022-11-23 18:30:00+00:00,alkem,3125.3000,3123.7,3125.0,3060.0,3125.0000,3100.0,3101.7900,-25.3000,-0.8161,299271.0000,23.3204,191241.0000,63.9000,,,,
2971,2022-11-24 18:30:00+00:00,alkem,3100.0000,3097.8,3102.6,3061.0,3062.0000,3068.35,3078.8000,-31.6500,-1.0315,38975.0000,8.8862,13203.0000,33.8800,,,,
3112,2022-11-27 18:30:00+00:00,alkem,3068.3500,3069.0,3089.8,3033.0,3089.8000,3080.65,3050.4200,12.3000,0.3993,87804.0000,12.2477,50650.0000,57.6900,,,,
3269,2022-11-28 18:30:00+00:00,alkem,3080.6500,3080.65,3148.8,3080.65,3116.1000,3121.65,3110.9200,41.0000,1.3134,104264.0000,11.0508,60998.0000,58.5000,,,,
3433,2022-11-29 18:30:00+00:00,alkem,3121.6500,3121.65,3147.85,3113.15,3134.0000,3124.2,3125.1400,2.5500,0.0816,86314.0000,15.2876,66615.0000,77.1800,,,,
3667,2022-11-30 18:30:00+00:00,alkem,3124.2000,3127.25,3174.8,3118.2,3130.0500,3130.1,3140.1000,5.9000,0.1885,69694.0000,6.9451,36021.0000,51.6800,0.81,1.01,1.31,0.86
3940,2022-12-01 18:30:00+00:00,alkem,3130.1000,3140.0,3156.65,3045.55,3132.0000,3114.45,3127.3000,-15.6500,-0.5025,24908.0000,5.8718,10489.0000,42.1100,0.69,0.3,1.08,0.32
4043,2022-12-04 18:30:00+00:00,alkem,3114.4500,3140.0,3144.05,3111.3,3122.5000,3119.85,3121.8600,5.4000,0.1731,26472.0000,4.4566,10730.0000,40.5300,0.52,0.31,1.03,0.34
4318,2022-12-05 18:30:00+00:00,alkem,3119.8500,3119.85,3139.15,3088.0,3104.0000,3101.6,3103.4500,-18.2500,-0.5884,28351.0000,4.8864,13293.0000,46.8900,0.58,0.38,1.16,0.36
4437,2022-12-06 18:30:00+00:00,alkem,3101.6000,3102.0,3103.25,3075.65,3083.0000,3082.4,3085.2500,-19.2000,-0.6229,18186.0000,4.3928,9150.0000,50.3100,0.53,0.26,1.21,0.23
4603,2022-12-07 18:30:00+00:00,alkem,3082.4000,3083.15,3107.55,3060.0,3107.5500,3099.5,3088.7400,17.1000,0.5517,23496.0000,5.3632,6519.0000,27.7500,0.64,0.19,0.67,0.3
4751,2022-12-08 18:30:00+00:00,alkem,3099.5000,3115.0,3163.0,3092.8,3137.7000,3138.2,3132.2000,38.7000,1.2332,80718.0000,7.6918,42274.0000,52.3700,0.92,1.19,1.21,1.12
5019,2022-12-11 18:30:00+00:00,alkem,3138.2000,3174.75,3174.75,3100.0,3110.0500,3116.05,3123.7300,-22.1500,-0.7108,50548.0000,6.5613,16010.0000,31.6700,0.8,0.5,0.74,0.8
151,2022-11-02 18:30:00+00:00,amarajabat,513.3500,512.5,522.0,511.65,519.2000,519.75,518.7700,6.4000,1.2314,516222.0000,44.9749,159805.0000,30.9600,,,,
295,2022-11-03 18:30:00+00:00,amarajabat,519.7500,549.0,579.9,543.0,569.9500,569.4,570.2300,49.6500,8.7197,15679162.0000,85.4874,1366131.0000,8.7100,,,,
405,2022-11-06 18:30:00+00:00,amarajabat,569.4000,580.8,606.1,572.1,601.2500,601.85,592.2300,32.4500,5.3917,6115514.0000,61.1356,1004300.0000,16.4200,,,,
703,2022-11-08 18:30:00+00:00,amarajabat,601.8500,605.0,619.0,594.35,613.1500,615.45,607.9100,13.6000,2.2098,3860678.0000,56.0526,878878.0000,22.7600,,,,
789,2022-11-09 18:30:00+00:00,amarajabat,615.4500,612.0,633.0,606.2,628.5000,629.15,625.4300,13.7000,2.1775,4171351.0000,53.8503,674381.0000,16.1700,,,,
1010,2022-11-10 18:30:00+00:00,amarajabat,629.1500,632.0,636.55,612.5,624.5000,625.05,623.3400,-4.1000,-0.6559,2280250.0000,50.9599,456431.0000,20.0200,,,,
1231,2022-11-13 18:30:00+00:00,amarajabat,625.0500,623.0,629.7,615.65,621.0000,622.15,622.0300,-2.9000,-0.4661,1453773.0000,44.9820,335004.0000,23.0400,,,,
1432,2022-11-14 18:30:00+00:00,amarajabat,622.1500,619.4,629.4,617.7,627.5000,627.0,624.8800,4.8500,0.7735,1107478.0000,53.9970,337504.0000,30.4800,,,,
1556,2022-11-15 18:30:00+00:00,amarajabat,627.0000,623.6,643.2,623.6,635.9000,637.25,635.9300,10.2500,1.6085,2587883.0000,47.0327,584378.0000,22.5800,,,,
